Incident_Month,Incident.year,Victim.injury,State,Location,Latitude,Longitude,Site.category,Shark.common.name,Shark.length.m,Provoked/unprovoked,Victim.activity,Direction.first.strike,Injury.location,Victim.gender,Victim.age,
Jun,2004,uninjured,WA,floreat beach,-31.91666667,115.75,ocean/pelagic,white shark,5,provoked,diving,,other: uninjured,male,,
Jun,2004,injured,WA,bunbury back beach,-33.33333333,115.6333333,coastal,white shark,3,unprovoked,boarding,below,foot,male,17,
Jul,2004,injured,WA,rottnest island,-31.98333333,115.5333333,island open ocean,wobbegong,1,unprovoked,diving,,calf,male,33,
Jul,2004,fatal,WA,"margaret river, gracetown",-33.85,114.9833333,coastal,white shark,5,unprovoked,boarding,,"leg, pelvic region",male,29,
Aug,2004,injured,NSW,"byron bay, tallows beach",-28.63333333,153.6166667,Coastal,grey nurse shark,2.4,provoked,spearfishing,behind,foot,male,42,
Aug,2004,uninjured,VIC,"flinders, gunnery surf break",-38.46666667,145.0166667,coastal,white shark,2,unprovoked,boarding,below,other: uninjured,male,33,
Sep,2004,uninjured,QLD,batt reef,-16.4,145.7666667,Ocean/pelagic,tiger shark,3,provoked,snorkelling,"left, below",other: uninjured,male,,
Oct,2004,injured,NSW,"stockton beach, newcastle",-32.85,151.8333333,coastal,white shark,2.5,unprovoked,boarding,below,foot,male,59,
Nov,2004,injured,NSW,"saltwater beach, nr taree",-32.01666667,152.5333333,coastal,wobbegong,1.2,unprovoked,boarding,,"arm, hand",male,14,
Dec,2004,fatal,QLD,opal reef off cairns,-16.21666667,145.8833333,island open ocean,tiger shark,,provoked,spearfishing,,thigh,male,38,
Dec,2004,fatal,SA,"west beach, adelaide",-34.9,137,coastal,white shark,5,unprovoked,boarding,,torso,male,18,
Jan,2005,uninjured,VIC,"port phillip bay, rickett's point",-37.98333333,145.0166667,coastal,white shark,3,provoked,spearfishing,in front,other: uninjured,male,,
Feb,2005,injured,QLD,"brisbane river, karalee",-27.55,152.8166667,river,bull shark,1.5,unprovoked,swimming,in front,"arm, hand",male,18,
Mar,2005,uninjured,NSW,"crackneck point, bateau bay",-33.38333333,151.4833333,coastal,white shark,4,unprovoked,boarding,behind,other: uninjured,male,31,
Mar,2005,fatal,WA,"houtman abrolhos, off geraldton",-28.71666667,113.7833333,island open ocean,white shark,6,unprovoked,snorkelling,,torso,male,26,
Apr,2005,injured,NT,"nhulunbuy, bremmer island",-12.11666667,136.8,island open ocean,whaler shark,2,provoked,spearfishing,in front,head,male,20,
Apr,2005,uninjured,NSW,"bronte beach, sydney",-33.9,151.2666667,coastal,white shark,1.5,unprovoked,boarding,"left, in front",other: uninjured,male,40,
May,2005,injured,QLD,townsville (50km off shore),-19.35,147.3666667,coastal,blacktip reef shark,2,provoked,spearfishing,in front,"arm, hand",male,,
Aug,2005,fatal,SA,"glenelg, adelaide",-34.96666667,138.5,coastal,white shark,5,unprovoked,diving,,torso,male,23,
Sep,2005,uninjured,NSW,"south west rocks, little bay",-30.88333333,153.0833333,coastal,tiger shark,3,unprovoked,boarding,,other: uninjured,male,28,
Sep,2005,injured,NSW,"coff's harbour, park beach",-30.3,153.1333333,coastal,wobbegong,,unprovoked,boarding,,foot,male,15,
Sep,2005,uninjured,WA,"scarborough beach, perth",-31.88333333,115.75,coastal,white shark,,unprovoked,boarding,,other: uninjured,male,44,
Sep,2005,injured,SA,"cape de couedic, kangaroo is",-35.08333333,137.5333333,coastal,white shark,5,unprovoked,boarding,,"arm, leg",male,26,
Sep,2005,injured,SA,fishery bay nr port lincoln,-34.83333333,135.6833333,coastal,white shark,,unprovoked,boarding,,"arm, leg",male,40,
Nov,2005,injured,VIC,"flinders, western port bay",-38.46666667,145.0166667,coastal,white shark,1.8,unprovoked,boarding,below,calf,male,18,
Nov,2005,uninjured,QLD,"moreton island, henderson's shoal ",-27.18333333,153.4,ocean/pelagic,bronze whaler shark,2.5,unprovoked,diving,below,other: uninjured,male,57,
Dec,2005,injured,QLD,port douglas,-16.48333333,145.45,coastal,whitetip reef shark,1.5,provoked,spearfishing,in front,arm,male,44,
Jan,2006,fatal,QLD,"stradbroke island, north",-27.4,153.4333333,coastal,bull shark,2,unprovoked,swimming,,"leg, hand",female,21,
Jan,2006,injured,WA,"city beach, perth",-31.93333333,115.75,coastal,white shark,3.3,provoked,spearfishing,behind,arm,male,52,
Feb,2006,injured,QLD,"caloundra, golden beach",-26.8,153.1333333,coastal,wobbegong,,unprovoked,other: standing in water,,foot,male,18,
Mar,2006,uninjured,NSW,"bondi beach (south end), sydney",-33.88333333,151.2666667,coastal,whaler shark,2.5,unprovoked,boarding,,other: uninjured,male,,
Apr,2006,injured,NSW,"cowrie hole, newcastle",-32.91666667,151.7833333,coastal,wobbegong,,unprovoked,boarding,below,foot,male,15,
May,2006,injured,QLD,"caloundra, moffat beach",-26.68333333,153.1333333,coastal,wobbegong,2,provoked,diving,,torso,male,46,
Aug,2006,uninjured,NSW,"coogee, lurline bay, sydney",-33.9,151.2666667,Coastal,white shark,3,provoked,spearfishing,behind,other: uninjured,male,,
Dec,2006,injured,WA,"orleans bay, nr esperance",-33.91666667,122.5833333,island open ocean,white shark,5,unprovoked,boarding,,leg,male,15,
Dec,2006,uninjured,WA,"enderby island, dampier",-20.36666667,116.8666667,coastal,grey reef shark,,provoked,spearfishing,,other: uninjured,male,,
Dec,2006,injured,VIC,"bells beach, winkipop reef",-38.36666667,144.2666667,coastal,white shark,3,unprovoked,boarding,below,leg,male,25,
Jan,2007,uninjured,NSW,"sandbar beach, smiths lakes",-32.38333333,152.5166667,coastal,white shark,2.8,unprovoked,boarding,below,other: uninjured,male,44,
Jan,2007,injured,NSW,cape howe ,-37.5,149.9666667,Coastal,white shark,3,provoked,diving,in front,"head, torso",male,41,
Feb,2007,injured,NSW,"ballina, angels beach ",-28.83333333,153.6,coastal,white shark,2,unprovoked,boarding,behind,foot,male,26,
Mar,2007,injured,NSW,"brunswick head, south golden beach",-28.53333333,153.55,estuary/harbour,white shark,1.6,unprovoked,boarding,below,"arm, hand",female,42,
Mar,2007,injured,QLD,moore park beach,-24.71666667,152.2666667,coastal,bull shark,2.3,unprovoked,swimming,,"leg, foot",female,59,
Apr,2007,injured,QLD,mornington island,-16.55,139.4,island open ocean,,1.5,unprovoked,swimming,,foot,female,12,
May,2007,injured,WA,"warra beach, nr coral bay",-23.13333333,113.7666667,coastal,whitetip reef shark,2.5,provoked,swimming,,foot,female,38,
Jun,2007,injured,NSW,"crescent heads, shelly beach",-31.18333333,152.9666667,coastal,bull shark,,unprovoked,boarding,,"leg, foot",male,,
Jul,2007,injured,NSW,"manly, shelly beach,  sydney",-33.78333333,151.2833333,coastal,wobbegong,1,unprovoked,diving,,thigh,male,30,
Jul,2007,uninjured,WA,"exmouth, dunnes surf beach",-21.95,114.1166667,coastal,white shark,2.8,unprovoked,boarding,behind,other: uninjured,male,48,
Jul,2007,injured,WA,cocos (keeling) islands,-12.15,96.81666667,coastal,wobbegong,1.5,provoked,swimming,,calf,male,15,
Oct,2007,injured,QLD,"cairns, holmes reef north of cairns",-16.91666667,145.7666667,ocean/pelagic,whaler shark,1.8,provoked,spearfishing,behind,calf,male,31,
Oct,2007,injured,NSW,"byron bay, the pass",-28.63333333,153.6166667,coastal,white shark,2.5,unprovoked,boarding,below,"arm, hand",female,52,
Nov,2007,uninjured,NSW,"byron bay, wategos beach",-28.63333333,153.6,coastal,white shark,1.8,unprovoked,boarding,behind,other: uninjured,male,,
Dec,2007,injured,NSW,"maroubra beach, sydney",-33.9495,151.2437,coastal,wobbegong,,unprovoked,boarding,,"leg, foot",male,14,
Dec,2007,injured,QLD,"broadwater, gold coast",-27.93333333,153.4166667,coastal,whaler shark,0.6,unprovoked,swimming,below,"arm, hand",male,13,
Dec,2007,injured,NSW,port stephens (inside headland),-32.68333333,152.1833333,estuary/harbour,white shark,,unprovoked,boarding,behind,"torso, pelvic region",male,31,
Jan,2008,uninjured,TAS,"pipers river mouth, waymouth",-41,147.1333333,estuary/harbour,white shark,3,unprovoked,unmotorised boating,below,other: uninjured,male,,
Jan,2008,injured,NSW,"tweed heads, turtle sanctuary, cook island",-28.18333333,153.5666667,coastal,wobbegong,1.3,unprovoked,diving,below,thigh,male,,
Jan,2008,injured,WA,rottnest island,-31.98333333,115.5333333,island open ocean,wobbegong,1,unprovoked,swimming,,calf,male,42,
Feb,2008,injured,VIC,"shallow inlet, wilson's promontory",-38.83333333,146.1666667,estuary/harbour,wobbegong,0.6,unprovoked,swimming,,foot,female,66,
Apr,2008,injured,QLD,"greenmount beach, coolangatta",-28.15,153.5333333,coastal,wobbegong,,unprovoked,other: standing in water,,thigh,male,,
Apr,2008,fatal,NSW,"ballina, lighthouse beach",-28.86666667,153.5666667,coastal,bull shark,2.8,unprovoked,boarding,,"thigh, calf",male,16,
Apr,2008,injured,WA,"yallingup, south perth",-33.63333333,115,coastal,wobbegong,0.8,provoked,swimming,below,"calf, thigh, pelvic region",female,,
May,2008,injured,WA,"albany, middleton beach",-35.01666667,117.9166667,coastal,white shark,4,unprovoked,swimming,in front,calf,male,37,
Jul,2008,uninjured,VIC,"levys beach, warrnambool",-38.38333333,142.4833333,coastal,white shark,,unprovoked,boarding,,other: uninjured,male,31,
Aug,2008,uninjured,NSW,"byron bay, tallow beach",-28.63333333,153.6166667,coastal,white shark,4,unprovoked,boarding,below,other: uninjured,male,30,
Sep,2008,uninjured,NSW,"byron bay, clarkes beach",-28.63333333,153.6166667,coastal,white shark,2.8,unprovoked,boarding,,other: uninjured,male,51,
Dec,2008,uninjured,NSW,seal rocks,-32.43333333,152.5166667,estuary/harbour,whaler shark,2,unprovoked,boarding,behind,other: uninjured,male,10,
Dec,2008,fatal,WA,"port kennedy beach, perth",-32.35,115.7166667,coastal,white shark,5.5,provoked,snorkelling,below,other: body not recovered,male,52,
Dec,2008,uninjured,NSW,"long reef, sydney",-33.73333333,151.3166667,coastal,white shark,5,provoked,unmotorised boating,,other: uninjured,male,29,
Jan,2009,injured,NSW,"windang, lake illawarra, wollongong",-34.53333333,150.8666667,river,dusky shark,,provoked,spearfishing,behind,leg,male,25,
Jan,2009,injured,QLD,osprey reef,-13.91666667,146.6166667,island open ocean,grey reef shark,2,provoked,diving,in front,calf,male,,
Jan,2009,injured,NSW,"dreamtime beach, fingal head",-28.18333333,153.55,estuary/harbour,white shark,2,unprovoked,boarding,,leg,male,31,
Jan,2009,injured,TAS,"baileys rock, binalong bay",-41.23333333,148.3,coastal,white shark,5,unprovoked,boarding,,leg,female,13,
Jan,2009,injured,NSW,"surf beach, bateman's bay",-35.76,150.2053,coastal,,,unprovoked,swimming,,"arm, hand",male,19,
Feb,2009,uninjured,NSW,"port macquarie, shelley beach",-31.45,152.9166667,coastal,white shark,3,unprovoked,boarding,below,other: uninjured,male,24,
Feb,2009,injured,NSW,"woolloomooloo bay, sydney harbour",-33.85,151.2166667,coastal,bull shark,2.7,unprovoked,diving,below,"leg, hand",male,31,
Feb,2009,uninjured,NSW,"minnie waters, sandon beach",-29.76666667,153.2833333,coastal,white shark,,unprovoked,boarding,below,other: uninjured,male,,
Feb,2009,injured,NSW,"bondi beach, sydney",-33.88333333,151.2666667,coastal,white shark,2.5,unprovoked,boarding,,"arm, hand",male,33,
Feb,2009,uninjured,NSW,"cellito beach, north coast",-32.38333333,152.5166667,coastal,white shark,4,unprovoked,boarding,below,other: uninjured,male,41,
Mar,2009,injured,NSW,avalon beach,-33.63333333,151.3166667,coastal,white shark,3,unprovoked,boarding,,leg,male,15,
Mar,2009,uninjured,NSW,"broulee beach north, batemans bay",-35.85,150.1666667,coastal,whaler shark,1.9,unprovoked,boarding,other: side,other: uninjured,female,47,
Mar,2009,injured,NSW,"maroubra beach, sydney",-33.93333333,151.25,coastal,wobbegong,,unprovoked,diving,,leg,male,,
Mar,2009,injured,WA,halls head beach,-32.5,115.7,coastal,white shark,2,unprovoked,boarding,,"calf, foot",male,17,
Mar,2009,injured,WA,"rottnest island, natural jetty",-31.98333333,115.5333333,island open ocean,wobbegong,0.6,provoked,swimming,,leg,male,21,
Apr,2009,uninjured,NSW,"port stephens, fingal spit",-32.73333333,152.1833333,coastal,bull shark,3,unprovoked,boarding,,other: uninjured,male,40,
Jun,2009,injured,NSW,"kiama, seven mile beach",-34.66666667,150.85,coastal,wobbegong,2,unprovoked,boarding,behind,foot,male,52,
Jul,2009,injured,NSW,"byron bay, broken head",-28.63333333,153.6166667,coastal,whaler shark,1.5,unprovoked,boarding,below,"arm, hand",male,14,
Aug,2009,uninjured,WA,"rottnest island, horse shoe reef",-32,115.45,island open ocean,white shark,6,provoked,spearfishing,other: side,other: uninjured,male,42,
Sep,2009,injured,WA,"cocos (kelling) island, jetty",-12.15,96.81666667,island open ocean,whaler shark,1.8,unprovoked,boarding,,thigh,male,35,
Oct,2009,uninjured,VIC,portland,-38.33333333,141.6,coastal,white shark,4,unprovoked,unmotorised boating,below,other: uninjured,male,27,
Oct,2009,uninjured,NSW,lennox head,-28.78333333,153.5833333,coastal,white shark,,unprovoked,boarding,behind,other: uninjured,female,17,
Nov,2009,injured,SA,"second valley, fleurieu peninsula",-35.5,138.2333333,coastal,white shark,3,provoked,spearfishing,behind,"leg, hand",male,25,
Dec,2009,injured,QLD,"heron island, lamont reef",-23.43333333,151.9,island open ocean,whaler shark,3,provoked,spearfishing,,arm,male,18,
Dec,2009,injured,NSW,avoca beach,-33.45,151.4333333,coastal,wobbegong,,provoked,other: standing in water,below,foot,male,55,
Dec,2009,injured,NSW,hawks nest ,-26.067,113.567,coastal,white shark,,unprovoked,unmotorised boating,behind,,male,,
Dec,2009,injured,NSW,evans head,-29.1,153.4333333,coastal,white shark,,unprovoked,boarding,behind,foot,male,39,
Dec,2009,uninjured,NSW,tuncurry beach,-32.16666667,152.5,coastal,white shark,,unprovoked,boarding,below,other: uninjured,male,,
Jan,2010,uninjured,QLD,"bargara, archies beach",-24.8,152.45,coastal,white shark,1.9,unprovoked,boarding,behind,other: uninjured,male,37,
Jan,2010,injured,VIC,"13th beach, boings",-38.28333333,144.4333333,coastal,white shark,1.5,unprovoked,boarding,other: side,"arm, hand",male,,
Jan,2010,injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,coastal,whitetip reef shark,1,unprovoked,snorkelling,,leg,female,9,
Feb,2010,uninjured,NSW,"yamba, turners beach",-29.41666667,153.3666667,coastal,white shark,2.4,unprovoked,boarding,,other: uninjured,male,18,
Feb,2010,injured,QLD,"dent island, whitsunday islands",-20.35,148.9333333,coastal,bull shark,1.8,unprovoked,snorkelling,other: side,"torso, pelvic region",female,55,
Feb,2010,injured,NSW,"mona vale, bongin bongin bay",-33.66666667,151.3,coastal,wobbegong,1.6,unprovoked,other: standing in water,below,calf,male,46,
May,2010,injured,NSW,"crescent heads, point plomer",-31.3,152.9666667,coastal,bull shark,1.8,unprovoked,boarding,other: side,calf,male,,
Jun,2010,injured,WA,"conspicuous cliff beach, walpole",-35.03333333,116.8333333,coastal,white shark,4,unprovoked,boarding,below,leg,male,,
Aug,2010,injured,NSW,crescent head,-31.18333333,152.9666667,coastal,white shark,2,unprovoked,boarding,behind,foot,male,47,
Aug,2010,fatal,WA,"south point beach, cowaramup bay",-33.85,114.9666667,coastal,white shark,4,unprovoked,boarding,,leg,male,31,
Sep,2010,injured,NSW,"yamba, lluka, frasers reef",-29.4,153.3333333,island open ocean,white shark,2,unprovoked,boarding,behind,foot,male,15,
Oct,2010,injured,WA,"wedge island, north of perth",-30.83333333,115.2666667,Coastal,white shark,1.7,unprovoked,boarding,,calf,male,,
Oct,2010,injured,NSW,"mullawarra beach, arrawarra",-30.06666667,153.2,coastal,wobbegong,1.4,unprovoked,boarding,below,foot,male,22,
Oct,2010,injured,WA,"garden island, perth",-32.18333333,115.6833333,island open ocean,white shark,3,unprovoked,snorkelling,below,thigh,female,19,
Feb,2011,fatal,SA,perforated island nr coffin bay,-34.71666667,135.15,island open ocean,white shark,,provoked,diving,below,other: body not recovered,male,50,
Feb,2011,injured,WA,exmouth,-21.95,114.1166667,coastal,whaler shark,1.8,unprovoked,snorkelling,behind,arm,male,58,
Mar,2011,injured,NSW,"port stephens, jimmys beach",-32.73333333,152.1833333,coastal,white shark,3,unprovoked,boarding,,"head, shoulder",female,,
Mar,2011,injured,NSW,crowdy heads,-31.8464,152.7489,coastal,bull shark,3,unprovoked,boarding,below,arm,male,48,
Apr,2011,injured,WA,"red bluff, nr carnarvon",-24.48333333,113.4,coastal,whaler shark,1.8,provoked,fishing,,foot,male,17,
May,2011,injured,NSW,big seal rocks,-32.45,152.5333333,coastal,wobbegong,1,provoked,diving,,thigh,female,,
Aug,2011,fatal,QLD,"challenger bay, palm island",-18.71666667,146.5666667,coastal,tiger shark,,unprovoked,swimming,,torso,male,50,
Sep,2011,fatal,WA,bunker bay,-33.53333333,115.0333333,coastal,white shark,4.5,unprovoked,boarding,behind,leg,male,21,
Oct,2011,fatal,WA,rottnest island,-32,115.45,island open ocean,white shark,3,unprovoked,diving,,,male,32,
Oct,2011,uninjured,VIC,"elwood beach, port phillip bay",-37.88333333,144.9833333,coastal,port jackson shark,1,provoked,diving,,other: uninjured,male,49,
Oct,2011,fatal,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,white shark,3,unprovoked,swimming,,,male,,
Nov,2011,injured,QLD,peregain beach,-26.46666667,153.0833333,island open ocean,wobbegong,1,provoked,swimming,,foot,male,10,
Dec,2011,injured,NSW,"suffolk park, broken head beach",-28.7,153.6,coastal,white shark,,unprovoked,boarding,below,"torso, shoulder",male,63,
Dec,2011,injured,NSW,"maroubra beach, sydney",-33.93333333,151.25,coastal,wobbegong,,provoked,boarding,,foot,male,14,
Dec,2011,injured,NSW,"yamba, angourie beach",-29.48333333,153.35,coastal,white shark,2.5,unprovoked,boarding,below,thigh,male,50,
Jan,2012,injured,NSW,north avoca beach,-33.45,151.4333333,coastal,white shark,2.2,unprovoked,boarding,other: side,arm,male,28,
Jan,2012,uninjured,NSW,"tweed river mouth, duranbah",-28.16666667,153.55,estuary/harbour,tiger shark,3.5,provoked,spearfishing,behind,other: uninjured,male,,
Jan,2012,injured,NSW,"redhead beach, newcastle",-33,151.7166667,coastal,white shark,2.6,unprovoked,boarding,other: side,thigh,male,44,
Jan,2012,injured,WA,"the lagoon, coral bay",-23.13333333,113.7666667,coastal,tiger shark,3,unprovoked,snorkelling,,arm,male,26,
Feb,2012,uninjured,NSW,"wallabi point, old bar",-31.98333333,152.5666667,coastal,white shark,,unprovoked,boarding,,other: uninjured,male,,
Feb,2012,injured,NSW,"port stephens, broughton island",-32.6,152.3166667,island open ocean,wobbegong,,provoked,fishing,,foot,male,,
Feb,2012,uninjured,QLD,wurtulla beach,-26.75,153.1333333,coastal,whaler shark,,unprovoked,boarding,below,other: uninjured,male,29,
Mar,2012,injured,QLD,"nobbys beach, gold coast",-28.05,153.4333333,coastal,bull shark,,provoked,boarding,,foot,male,20,
Mar,2012,uninjured,NSW,"lion island, hawkesbury river",-33.55,151.3166667,coastal,,,unprovoked,unmotorised boating,,other: uninjured,male,52,
Mar,2012,fatal,WA,"stratham beach, bunbury",-33.46666667,115.5166667,coastal,white shark,4,unprovoked,diving,,torso,male,32,
Apr,2012,injured,SA,"dolphin bay, yorke peninsula",-35.18333333,136.85,coastal,white shark,6,unprovoked,unmotorised boating,,thigh,male,27,
May,2012,injured,NSW,"forster, barge wreck",-32.21666667,152.6,ocean/pelagic,wobbegong,1.8,provoked,diving,,"arm, hand",male,57,
May,2012,uninjured,NSW,"redhead beach, newcastle",-33,151.7,coastal,white shark,2,unprovoked,unmotorised boating,below,other: uninjured,male,30,
Jun,2012,injured,VIC,port campbell,-38.61666667,142.9833333,coastal,white shark,1.5,unprovoked,boarding,,leg,male,42,
Jun,2012,injured,TAS,south west national park,-43.51666667,146.2333333,coastal,white shark,5.3,unprovoked,boarding,,leg,male,,
Jun,2012,uninjured,WA,"pinnaroo point, kallaroo, perth",-31.78333333,115.7166667,coastal,white shark,3.5,unprovoked,unmotorised boating,behind,other: uninjured,male,61,
Jul,2012,injured,SA,"streaky bay, black beach",-32.76666667,134.2,coastal,white shark,,unprovoked,boarding,,"arm, shoulder",male,47,
Jul,2012,fatal,WA,"wedge island, north of perth",-30.83333333,115.2666667,Coastal,white shark,3.6,unprovoked,boarding,,other: body not recovered,male,24,
Aug,2012,injured,WA,"red bluff, north of carnarvon",-24.38333333,113.3833333,coastal,tiger shark,3.5,unprovoked,boarding,,torso,male,34,
Oct,2012,uninjured,WA,"mullaloo beach, perth",-31.76666667,115.7166667,coastal,white shark,1.3,unprovoked,boarding,behind,other: uninjured,male,11,
Dec,2012,injured,NSW,"kylie's beach, diamond head",-31.73333333,152.7833333,coastal,bull shark,3,unprovoked,boarding,right,thigh,male,29,
Dec,2012,injured,NSW,"south west rocks, fish rock",-30.86666667,153.0333333,estuary/harbour,grey nurse shark,,provoked,spearfishing,,leg,male,31,
Dec,2012,uninjured,NSW,"dee why beach, sydney",-33.75,151.3,coastal,white shark,2.5,unprovoked,boarding,,other: uninjured,male,,
Jan,2013,injured,WA,"cape legendre, cape legendre island",-20.35,116.8166667,island open ocean,whaler shark,,provoked,spearfishing,,leg,male,,
Jan,2013,injured,QLD,noosa heads,-26.36666667,153.0833333,coastal,tiger shark,,unprovoked,boarding,right,"torso, shoulder",male,,
Mar,2013,injured,WA,"geraldton, african reef",-28.8,114.6,coastal,bronze whaler shark,2.5,provoked,spearfishing,below,"arm, hand",male,28,
Apr,2013,injured,NSW,"yamba, spooky beach, angourie",-29.46666667,153.35,coastal,wobbegong,,provoked,swimming,,leg,female,,
May,2013,uninjured,WA,"secret harbour, perth",-32.4,115.7333333,coastal,white shark,,unprovoked,boarding,below,other: uninjured,male,,
May,2013,injured,NSW,"byron bay, wategos beach",-28.63333333,153.6,coastal,wobbegong,1,provoked,swimming,,foot,male,65,
Jun,2013,uninjured,NSW,"target beach, jarvis bay",-35.06666667,150.7833333,coastal,white shark,1.8,unprovoked,boarding,,other: uninjured,male,,
Jul,2013,injured,VIC,flinders,-38.46666667,145.0166667,coastal,white shark,1.7,unprovoked,swimming,,"arm, hand",male,29,
Oct,2013,injured,NSW,narrabeen beach (south),-33.71666667,151.3,coastal,wobbegong,,provoked,boarding,below,foot,male,,
Oct,2013,injured,WA,"exmouth, turquoise bay",-21.95,114.1166667,coastal,grey reef shark,,unprovoked,snorkelling,,arm,female,,
Oct,2013,injured,WA,"poison creek beach, israelite bay",-33.95,123.9166667,ocean/pelagic,white shark,5,provoked,diving,,"head, shoulder",male,55,
Nov,2013,fatal,NSW,"coffs harbour, campbell's beach",-30.26666667,153.1333333,coastal,tiger shark,3,unprovoked,boarding,right,leg,male,19,
Nov,2013,fatal,WA,"gracetown, umbies break",-33.85,114.9666667,coastal,white shark,3,unprovoked,boarding,left,"arm, torso, leg",male,35,
Dec,2013,injured,QLD,gold coast,-28.1,153.4666667,coastal,wobbegong,1.5,unprovoked,diving,,leg,female,33,
Dec,2013,injured,NSW,"port macquarie, shelley beach",-31.45,152.9166667,coastal,wobbegong,1.7,unprovoked,boarding,,leg,male,26,
Feb,2014,fatal,SA,"goldsmith beach, yorke peninsula",-35.13333333,137.7,coastal,white shark,,provoked,spearfishing,,other: body not recovered,male,28,
Feb,2014,uninjured,WA,rottnest island,-32,115.55,coastal,white shark,4,provoked,spearfishing,,other: uninjured,male,70,
Mar,2014,uninjured,VIC,"winkipop, bell's beach",-38.36666667,144.2666667,island open ocean,white shark,1.4,unprovoked,boarding,,other: uninjured,male,42,
Mar,2014,injured,NSW,"port macquarie, lighthouse beach",-31.46666667,152.9166667,coastal,wobbegong,1.8,provoked,swimming,below,foot,male,40,
Apr,2014,fatal,NSW,tathra,-36.71666667,149.9833333,coastal,white shark,3.5,unprovoked,swimming,,other: body not recovered,female,63,
Apr,2014,injured,WA,"coral bay, south passage",-23.13333333,113.75,ocean/pelagic,whaler shark,,provoked,spearfishing,,"arm, hand",male,,
May,2014,uninjured,SA,elliston bar,-33.63333333,134.8666667,coastal,white shark,4.6,unprovoked,boarding,below,other: uninjured,male,35,
May,2014,injured,QLD,"chevron island, narang river",-27.98333333,153.4166667,river,bull shark,1.3,unprovoked,swimming,,thigh,female,29,
Jun,2014,injured,SA,"parsons beach, fleurieu peninsula",-35.63087083,138.4666667,coastal,white shark,1.5,unprovoked,boarding,,torso,male,39,
Jun,2014,injured,NSW,"seven mile beach, nowra",-34.83333333,150.75,coastal,wobbegong,,provoked,boarding,,foot,male,,
Jun,2014,injured,SA,middleton beach,-35.5,138.7166667,coastal,white shark,2.8,unprovoked,boarding,,leg,male,15,
Jun,2014,Injured,SA,middleton beach,-35.5,138.7166667,coastal,white shark,2.8,unprovoked,boarding,,,male,,
Aug,2014,injured,WA,gnaraloo station,-23.78333333,113.5,coastal,whaler shark,,provoked,spearfishing,,head,male,31,
Sep,2014,fatal,NSW,"byron bay, clarkes beach",-28.63333333,153.6,coastal,white shark,3.7,unprovoked,snorkelling,,thigh,male,50,
Sep,2014,injured,NSW," port macquarie, town beach",-31.41666667,152.9166667,coastal,wobbegong,,unprovoked,swimming,,"arm, hand",female,13,
Oct,2014,injured,NSW,avoca beach,-33.45,151.4333333,coastal,wobbegong,1,provoked,boarding,,foot,female,13,
Oct,2014,injured,NSW,"wallabi point, old bar",-31.98333333,152.5666667,coastal,wobbegong,,provoked,boarding,,foot,male,20,
Oct,2014,injured,WA,"wylie bay, esperance",-33.83333333,121.9166667,coastal,white shark,3.5,unprovoked,boarding,other: side,"arm, leg",male,23,
Nov,2014,injured,NSW,moonee bay,-30.2,159.15,coastal,wobbegong,,provoked,swimming,,foot,male,,
Nov,2014,injured,NSW,"casey's beach, bateman's bay",-35.73333333,150.2,coastal,wobbegong,1,provoked,snorkelling,,thigh,male,,
Nov,2014,injured,NSW,"dee why beach, sydney",-33.75,151.3,coastal,wobbegong,1,unprovoked,swimming,,"thigh, right",female,,
Nov,2014,injured,WA,"pyramind's beach, dawesville",-32.6,115.6166667,coastal,bronze whaler shark,2.3,unprovoked,boarding,behind,leg,male,13,
Dec,2014,injured,NSW,booderee national park,-35.1338,150.686,coastal,,,unprovoked,boarding,other: side,"leg, ankle",male,,
Dec,2014,fatal,WA,"cheynes beach, albany",-34.88003124,118.404958,coastal,white shark,5,provoked,spearfishing,,leg,male,17,
Dec,2014,fatal,QLD,"rudder reef, port douglas",-16.2,145.75,island open ocean,tiger shark,3.3,provoked,spearfishing,,"arm, leg",male,18,
Jan,2015,uninjured,NSW,"byron bay, wategos beach",-28.63333333,153.6166667,coastal,white shark,,unprovoked,boarding,below,other: uninjured,female,,
Jan,2015,injured,NSW,"port stephens, piggies beach",-32.68333333,152.0333333,coastal,wobbegong,,provoked,other: standing in water,,foot,male,,
Jan,2015,uninjured,QLD,"nerang river, surfers paradise",-27.63333333,153.45,river,bull shark,1.3,unprovoked,unmotorised boating,below,other: uninjured,male,57,
Jan,2015,uninjured,NSW,"ballina, flat rock",-28.83333333,153.6,coastal,white shark,,unprovoked,boarding,below,other: uninjured,male,36,
Jan,2015,injured,NSW,mollymook,-35.33333333,150.4666667,coastal,bronze whaler shark,2.5,provoked,spearfishing,,hand,male,17,
Feb,2015,injured,NSW,"ballina, seven mile beach",-28.88333333,153.5666667,coastal,white shark,,unprovoked,boarding,below,"torso, pelvic region",male,35,
Feb,2015,fatal,NSW,"ballina, shelly beach",-28.85,153.5833333,coastal,white shark,3.5,unprovoked,boarding,below,leg,male,41,
Feb,2015,injured,NSW,"merewether beach, newcastle",-32.95,151.75,coastal,wobbegong,,unprovoked,swimming,,leg,male,,
